Year,Date,Time,Report_Date,Report_Time,ACC_CODE,Institution,Road_Code,Road,Kilometer,Province,Vehicle1,Path_Description,Path_Description_1,Path_Description_2,Presumed_Cause,Presumed_Cause_1,Presumed_Cause_2,Accident_Type,Accident_Type_1,Accident_Type_2,Weather,Latitude,Longitude,Number_of_Vehicles_Involved,Total_Number_of_Incidents,Motorcycle,Three-wheeled_Vehicle,Sedan,Van,Passenger_Pickup_Truck,Bus,Pickup_Truck,Truck_6,Truck_>6<10,Truck_>10,E-Tan,Other,Pedestrian,Number_of_Fatalities,Number_of_Severe_Injuries,Number_of_Minor_Injuries,Total_of_Injuries
2021,9/6/2021,0:00,8/9/2021,18:16,4783202,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,40.925,เชียงใหม่,อื่นๆ,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,ทางเชื่อมเข้าพื้นที่ส่วนบุคคล,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.11193077,99.02083753,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,9/6/2021,0:00,17/2/2022,7:40,5752151,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,39.55,เชียงใหม่,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.11643175,99.0092182,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,9/6/2021,5:49,14/6/2021,15:10,4256221,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,18.4,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,ฝนตก,18.74414,99.012586,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9/6/2021,5:49,14/6/2021,15:10,4256223,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,18.125,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,ฝนตก,18.744421,99.014298,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9/6/2021,22:44,7/9/2021,10:35,4775288,กรมทางหลวง,1317,สันกลางใต้ - ห้วยแก้ว,13.2,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.71283764,99.137578,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,10/6/2021,1:00,7/9/2021,10:56,4775329,กรมทางหลวง,1367,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,8.3,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.8751332,99.04801636,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2021,10/6/2021,7:20,7/9/2021,8:09,4774752,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,15.2,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.94065091,98.98562549,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10/6/2021,9:30,7/9/2021,10:54,4775335,กรมทางหลวง,1366,หนองฮ่อ - ศูนย์พัฒนาปิโตรเลียมภาคเหนือ,1.1,เชียงใหม่,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.81884669,98.97464453,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,10/6/2021,15:10,27/8/2021,12:09,4709762,กรมทางหลวง,121,ดอนแก้ว - ต้นพยอม,36.92,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.83245679,98.9633712,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10/6/2021,21:30,9/7/2021,11:40,4414117,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,16.075,เชียงใหม่,,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,แจ่มใส,18.752262,99.031856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,11/6/2021,20:00,7/9/2021,12:20,4775697,กรมทางหลวง,107,ขี้เหล็กหลวง - แม่ทะลาย,38.7,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,19.11025301,98.93818794,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,12/6/2021,5:30,27/8/2021,8:46,4709046,กรมทางหลวง,11,อุโมงค์ - กองบิน 41,554.707,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.78802251,99.02577548,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,12/6/2021,8:00,28/12/2021,10:59,5446649,กรมทางหลวง,1009,จอมทอง - ดอยอินทนนท์,10.5,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ที่ลาดชัน,ทางตรง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.51008996,98.66265802,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2021,12/6/2021,8:30,7/9/2021,14:01,4776183,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,147.8,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.87817712,99.19124363,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,12/6/2021,11:00,28/12/2021,10:59,5446651,กรมทางหลวง,1009,จอมทอง - ดอยอินทนนท์,18.2,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,18.52936315,98.61052929,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,12/6/2021,13:30,28/12/2021,11:00,5446674,กรมทางหลวง,1009,จอมทอง - ดอยอินทนนท์,15.1,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,18.52609515,98.63518952,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,12/6/2021,16:05,7/2/2022,14:59,5694655,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,148,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,ฝนตก,19.87971577,99.19231115,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,13/6/2021,0:20,24/12/2021,12:58,5422557,กรมทางหลวง,11,อุโมงค์ - กองบิน 41,558.06,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.81004435,99.00804071,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,13/6/2021,14:30,27/8/2021,8:43,4708983,กรมทางหลวง,11,อุโมงค์ - กองบิน 41,541.49,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,ชนท้าย,ชนท้าย,,แจ่มใส,18.67211738,99.05118673,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,14/6/2021,8:20,2/3/2022,14:29,5831084,กรมทางหลวง,107,เชียงใหม่ - ขี้เหล็กหลวง,6.32,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.83025325,98.97770761,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,14/6/2021,10:30,7/9/2021,9:11,4774938,กรมทางหลวง,1269,แม่ขนิน - ต้นเกว๋น,22.35,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.78147609,98.84999155,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2021,15/6/2021,0:03,7/9/2021,9:13,4774939,กรมทางหลวง,1317,สันกลางใต้ - ห้วยแก้ว,4.56,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,,,ไม่ให้สัญญาณชะลอ/เลี้ยว,ไม่ให้สัญญาณชะลอ,ไม่ให้สัญญาณเลี้ยว,ชนท้าย,ชนท้าย,,แจ่มใส,18.74775723,99.06858353,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,15/6/2021,8:13,8/9/2021,18:17,4783208,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,86.5,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ไม่ให้สัญญาณชะลอ/เลี้ยว,ไม่ให้สัญญาณชะลอ,ไม่ให้สัญญาณเลี้ยว,ชนท้าย,ชนท้าย,,แจ่มใส,19.30565287,99.18951361,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021,15/6/2021,9:00,7/9/2021,14:04,4776185,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,150.2,เชียงใหม่,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.89911667,99.19725178,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2021,15/6/2021,10:20,27/8/2021,12:34,4709913,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,4.225,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.84786552,99.01387452,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,15/6/2021,11:30,7/9/2021,9:10,4774944,กรมทางหลวง,1260,ศรีบุญเรือง - โรงพยาบาลสันทราย,5.25,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.92180007,98.99423538,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,15/6/2021,15:45,17/2/2022,10:56,5752990,กรมทางหลวง,1367,สันทรายน้อย - มหาวิทยาลัยแม่โจ้,12.62,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.89205049,99.01494204,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,15/6/2021,17:35,27/8/2021,12:14,4709765,กรมทางหลวง,121,ต้นเปา - ดอนแก้ว,25.82,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.84507834,99.0169832,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,15/6/2021,21:00,7/2/2022,15:00,5694699,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,190.8,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,20.065858,99.45539831,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2021,16/6/2021,8:30,2/3/2022,14:53,5831266,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,8.225,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.72814554,99.02088045,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2021,16/6/2021,16:20,7/9/2021,14:07,4776186,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,165.2,เชียงใหม่,รถจักรยานยนต์,,,,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.99648623,99.2545545,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,16/6/2021,23:00,7/9/2021,12:23,4775700,กรมทางหลวง,107,ขี้เหล็กหลวง - แม่ทะลาย,40.575,เชียงใหม่,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,19.12559805,98.9483106,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,17/6/2021,5:30,9/7/2021,11:40,4414120,กรมทางหลวงชนบท,ชม.3029,ถนนสมโภชเชียงใหม่ 700 ปี,6.75,เชียงใหม่,,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,,,,แจ่มใส,18.822863,99.013412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,18/6/2021,13:00,7/9/2021,13:51,4776107,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,141.6,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,19.82591706,99.16938631,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2021,18/6/2021,18:25,15/2/2022,14:47,5746069,กรมทางหลวง,107,หัวโท - ล้องอ้อ,126,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,"คน,รถ,สัตว์ตัดหน้ากระชั้นชิด","คน,รถ,สัตว์ตัดหน้ากระชั้นชิด",,ชนท้าย,ชนท้าย,,แจ่มใส,19.69427888,99.14890765,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,18/6/2021,18:30,27/8/2021,10:30,4709395,กรมทางหลวง,107,เชียงใหม่ - ขี้เหล็กหลวง,18.8,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนคนเดินเท้า,ชนคนเดินเท้า,,แจ่มใส,18.93478276,98.94155143,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2021,18/6/2021,23:30,2/3/2022,14:43,5831190,กรมทางหลวง,107,เชียงใหม่ - ขี้เหล็กหลวง,17,เชียงใหม่,รถพ่วง,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.91986666,98.94240438,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021,19/6/2021,6:20,7/9/2021,10:52,4775336,กรมทางหลวง,1366,หนองฮ่อ - ศูนย์พัฒนาปิโตรเลียมภาคเหนือ,0.5,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.82140327,98.96996407,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,19/6/2021,17:40,27/8/2021,10:32,4709399,กรมทางหลวง,107,เชียงใหม่ - ขี้เหล็กหลวง,20,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.94524532,98.94334047,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,20/6/2021,19:00,7/9/2021,8:52,4774875,กรมทางหลวง,1252,ปางแฟน - แม่ตอนหลวง,0.8,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,ไม่คุ้นเคยเส้นทาง,ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,19.01266533,99.30155753,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2
2021,21/6/2021,0:45,7/9/2021,10:31,4775287,กรมทางหลวง,1317,สันกลางใต้ - ห้วยแก้ว,9.1,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางตรง,พลิกคว่ำ,ตกถนนในทางตรง,แจ่มใส,18.72577298,99.10328059,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,21/6/2021,15:40,20/5/2022,10:56,6238985,กรมทางหลวง,1001,บ้านโป่ง - พร้าว,57.675,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,ฝนตก,19.09504849,99.14392679,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2021,22/6/2021,8:00,7/9/2021,8:08,4774756,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,12.65,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.91972457,98.9955738,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,22/6/2021,9:40,27/8/2021,12:35,4709908,กรมทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,6.225,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.86601401,99.01525049,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,22/6/2021,15:30,6/10/2021,10:59,4948078,กรมทางหลวง,1322,แม่จา - รินหลวง,2.65,เชียงใหม่,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ที่ลาดชัน,ทางโค้งกว้าง,ที่ลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,ไม่คุ้นเคยเส้นทาง,ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางโค้ง,พลิกคว่ำ,ตกถนนในทางโค้ง,แจ่มใส,19.50583321,98.93594562,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
2021,22/6/2021,15:45,7/9/2021,8:26,4774804,กรมทางหลวง,1096,แม่ริม -ปางดะ,10.3,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.90023444,98.86886089,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,22/6/2021,16:20,27/8/2021,8:16,4708915,กรมทางหลวง,108,สะพานแม่กลาง - บ้านบ่อแก้ว,98.85,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,แซงรถอย่างผิดกฎหมาย,แซงรถอย่างผิดกฎหมาย,,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,18.23445664,98.53875069,3,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2021,23/6/2021,21:20,27/8/2021,10:59,4709438,กรมทางหลวง,121,เหมืองกุง - ต้นเปา,3.7,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ทางตรง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนท้าย,ชนท้าย,,แจ่มใส,18.71966362,98.98004918,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,24/6/2021,11:00,7/9/2021,14:12,4776187,กรมทางหลวง,107,ล้องอ้อ - เมืองงาม,185.2,เชียงใหม่,รถจักรยานยนต์,ทางโค้งกว้าง+ไม่มีความลาดชัน,ทางโค้งกว้าง,ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ขับรถเร็วเกินอัตรากำหนด,,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,แจ่มใส,20.05481762,99.40741359,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
